ds;trend;yhat_lower;yhat_upper;trend_lower;trend_upper;additive_terms;additive_terms_lower;additive_terms_upper;weekly;weekly_lower;weekly_upper;yearly;yearly_lower;yearly_upper;multiplicative_terms;multiplicative_terms_lower;multiplicative_terms_upper;yhat
2016-10-04;252.6983684643194;-121.81692778455046;792.9526938688783;108.39844068339998;384.96319343999994;112.58642120904729;-2.223598998253369;225.90251007629817;151.0433429217572;108.05091178482513;191.7129994941896;-38.456921712709885;-146.7696000021139;70.35610951542421;0.0;0.0;0.0;365.2847896733667
2016-10-06;259.1270372142376;-402.15085686730305;680.8504368121568;116.34933870041009;391.00845737379797;9.412062917714678;-116.29090788323212;135.18886682791083;30.458110635981207;-39.87720191956639;78.1910736233396;-21.04604771826652;-125.54218557817514;83.76085340057189;0.0;0.0;0.0;268.5391001319523
2016-10-07;262.3413715891967;-217.77533669293913;970.4505110949206;120.32478770891514;393.610336385697;-65.70884302914183;-195.86884473873556;56.51430218347276;-56.83829561191979;-108.53497226439714;2.5468918411552597;-8.870547417222037;-101.51778020187793;93.05061199373193;0.0;0.0;0.0;196.63252856005485
2017-01-07;558.060134085433;-154.63641977073678;998.3196225317507;482.08803385907675;627.676333719792;-261.51331076027645;-384.73212581670896;-123.56465258637243;-171.88507949311267;-226.76754277121583;-110.65149589851873;-89.62823126716376;-215.967714630281;52.75743709056048;0.0;0.0;0.0;296.54682332515654
2017-01-09;564.4888028353513;197.19745165011773;1289.773572022033;490.4577010873199;632.6485506130748;120.98332900904889;-15.829091742381763;266.4272643067102;150.18488567170596;93.4609658602022;215.01898458848984;-29.201556662657055;-147.86550252815456;100.2751609066862;0.0;0.0;0.0;685.4721318444002
2017-01-10;567.7031372103103;283.04982771651515;1243.3858445956078;494.7416122233199;635.0683300953375;144.621042531972;-2.6085365228605526;283.19766016599027;151.04334292210214;108.05091178517755;191.71299949435627;-6.422300390130144;-116.47294295430048;109.20578731576033;0.0;0.0;0.0;712.3241797422822
2017-01-15;583.7748090851057;-247.83082405130202;882.0819926538755;515.1816718094261;647.530956708396;-170.9193097457842;-287.64277029198115;-25.59999430199574;-198.05581824024287;-243.29304002194934;-138.43257484807677;27.13650849445871;-92.21007882794297;161.08266415347433;0.0;0.0;0.0;412.85549933932157
2017-01-16;586.9891434600648;292.6836133484812;1246.3517694329953;517.8292135715636;650.041733914295;168.89927371435434;34.258354416312145;334.9629662448715;150.1848856714003;93.46096585983447;215.0189845881049;18.714388042954084;-98.70306564543185;166.21941210297436;0.0;0.0;0.0;755.8884171744191
2017-01-17;590.2034778350239;242.09494314915398;1308.1419525092865;520.2465562048363;652.5525111201939;157.11876547996792;13.726674662609325;310.09051130987984;151.04334292190867;108.05091178498628;191.7129994942551;6.075422558059272;-115.96469859271109;143.61756134684398;0.0;0.0;0.0;747.3222433149919
2017-01-20;599.8464809599012;-104.04010611867722;1020.8710417422147;534.2869339958181;660.3336709577454;-108.36229913884063;-246.56885286958592;18.94032101775127;-56.8382956118843;-108.53497226444266;2.5468918411032826;-51.52400352695635;-179.11505298069696;82.78299334129605;0.0;0.0;0.0;491.4841818210606
2017-01-21;603.0608153348603;-45.26942406903288;871.5109766451255;538.0614372976243;663.157226074608;-247.0569823323577;-394.7394663329953;-122.02586113181388;-171.88507949295573;-226.76754277094236;-110.65149589824087;-75.17190283940195;-195.69429765795473;66.36473602475701;0.0;0.0;0.0;356.0038330025026
2017-01-23;609.4894840847785;110.39967031153128;1235.5062918402514;543.744562342109;669.8679951196484;25.059481651906054;-114.6814718663372;176.0844565933082;150.1848856715539;93.46096585995518;215.01898458831792;-125.12540401964783;-233.26370659586632;-4.401882120461029;0.0;0.0;0.0;634.5489657366845
2017-01-24;612.7038184597376;66.80481880983709;1069.483789556827;546.5861248643515;673.2152495704929;0.9251074076831057;-114.8430246053509;114.38644005641999;151.04334292190313;108.05091178496585;191.7129994942702;-150.11823551422;-258.49374705490845;-39.18079268376273;0.0;0.0;0.0;613.6289258674207
2017-01-25;615.9181528346967;-33.88151130701468;1067.3333760413009;550.1344319128303;674.4988524240728;-79.20827900066936;-185.0545064991638;37.7281549330223;95.09285411638662;41.43730218966512;144.85791365320193;-174.30113311705597;-280.1737385288147;-68.78895447289591;0.0;0.0;0.0;536.7098738340273
2017-01-26;619.1324872096558;-144.82739339138092;922.7167497714597;553.4971883578728;677.4240723851635;-166.662218289129;-300.1201652984355;-44.07446541428404;30.45811063587298;-39.87720191973672;78.19107362331405;-197.12032892500193;-294.4725957894677;-91.99477204528759;0.0;0.0;0.0;452.4702689205268
2017-01-27;622.3468215846149;-69.40821360661583;878.5306460284214;555.6546981264626;680.3492923462545;-274.9238484098031;-363.193102878253;-170.17162254072355;-56.83829561175778;-108.53497226428823;2.5468918412224344;-218.08555279804528;-314.9381485948893;-118.18715813065326;0.0;0.0;0.0;347.4229731748118
2017-01-28;625.561155959574;-91.62604744414412;651.5861474824123;558.9995200237797;683.2745123073455;-408.6644274181441;-497.35748625355933;-292.20122182873575;-171.88507949319916;-226.7675427713916;-110.65149589868916;-236.77934792494497;-323.8701434683861;-146.99530110038754;0.0;0.0;0.0;216.89672854142987
2017-01-30;631.989824709492;-143.15206563569564;1110.9992121670577;566.6444680980909;689.1249522295274;-115.90167294114678;-222.26363485711298;-11.709324066261493;150.1848856717075;93.46096586007586;215.01898458853088;-266.0865586128543;-338.24387669754327;-187.07007333603062;0.0;0.0;0.0;516.0881517683453
2017-01-31;635.2041590844512;142.8766206521656;1132.8247668337638;570.4982811697273;692.0501721906182;-125.23682973366773;-222.19436497943295;-33.746904221846414;151.04334292170964;108.05091178477454;191.71299949416905;-276.2801726553773;-350.7263888548551;-198.74507305338585;0.0;0.0;0.0;509.96732935078353
2017-02-01;638.4184934594102;-50.06905650057934;981.4461829496422;574.3520942413635;695.9586731098908;-188.27182414450627;-273.79304323110466;-85.06034864864547;95.09285411616811;41.43730218973627;144.85791365347131;-283.36467826067445;-366.458960536712;-200.62175807774585;0.0;0.0;0.0;450.146669314904
2017-02-02;641.7143224814345;-210.79454010783215;850.5365441390386;578.227292769315;700.4841684984463;-256.88551971372203;-366.1084949410933;-156.33117371087613;30.45811063625274;-39.877201919181275;78.19107362344748;-287.3436303499748;-365.28350155746045;-203.70406853571382;0.0;0.0;0.0;384.82880276771243
2017-02-03;645.0101515034588;-280.77458672141574;734.2358134390726;582.1024912972666;705.0096638870018;-345.13797416005707;-447.61755550208966;-241.0282286910843;-56.83829561193436;-108.53497226442914;2.5468918411278625;-288.29967854812276;-365.8424712556163;-209.5089642489607;0.0;0.0;0.0;299.87217734340175
2017-02-04;648.305980525483;-355.4763906189019;710.8830649953751;585.9776898252181;709.5351592755575;-458.2729971310441;-562.000279284216;-346.7704090749777;-171.88507949323395;-226.76754277132787;-110.65149589866446;-286.3879176378101;-364.1864862433867;-205.61440289636306;0.0;0.0;0.0;190.03298339443893
2017-02-05;651.6018095475073;-150.55141985834484;585.2823379425257;589.8528883531696;712.9749830937293;-479.88337206740545;-584.5558720193873;-371.83848769565043;-198.05581824077595;-243.293040022267;-138.43257484869304;-281.82755382662947;-360.9747918865077;-195.02934889304868;0.0;0.0;0.0;171.71843748010184
2017-02-06;654.8976385695314;50.34040536791601;1111.952809242609;593.8383963438848;715.6811174442404;-124.70729783216561;-211.2777403371015;-29.86158513792968;150.18488567145974;93.46096585995708;215.0189845881642;-274.89218350362535;-354.58472025919025;-189.59509125760428;0.0;0.0;0.0;530.1903407373658
2017-02-07;658.1934675915558;-72.38839497802846;1032.0666590134308;597.991732883543;718.3872517947516;-114.85566734965725;-230.32205053922362;-6.997106171865496;151.04334292183717;108.05091178491747;191.71299949421538;-265.89901027149443;-356.5945878721087;-181.66868324002348;0.0;0.0;0.0;543.3378002418985
2017-02-08;661.48929661358;88.74070240304644;1199.7465312677684;601.4784839370242;721.0933861452627;-160.10449110736158;-293.18877831038253;-36.17928845198105;95.09285411651112;41.437302189946124;144.85791365377023;-255.19734522387265;-352.47189654368225;-167.638455183902;0.0;0.0;0.0;501.3848055062184
2017-02-09;664.7851256356041;-99.15153077460481;844.8516583201609;605.4292621211455;725.1703433788202;-212.6986337596643;-316.706085398833;-94.1754860488741;30.45811063599654;-39.87720191947102;78.19107362326938;-243.15674439566084;-345.7069673355486;-145.1203368289118;0.0;0.0;0.0;452.0864918759398
2017-02-10;668.0809546576285;-18.751905613998694;946.754913352098;609.5304477464364;729.5760092377515;-286.9934316420481;-400.52131849692523;-160.97680062124758;-56.838295612110954;-108.53497226457003;2.5468918410333083;-230.1551360299372;-324.3969659716922;-120.66185900166558;0.0;0.0;0.0;381.08752301558036
2017-02-12;674.672612701677;-256.3881098244295;854.4663407749682;616.6961500642745;736.6613452671635;-400.80969181872575;-519.2054482614244;-294.29172704492805;-198.05581824098576;-243.2930400223129;-138.43257484873052;-202.75387357773994;-291.43932807919464;-91.99069877708511;0.0;0.0;0.0;273.8629208829513
2017-02-13;677.9684417237012;166.8012891053947;1085.807747743029;620.0792587416605;739.9217723929514;-38.866729084955196;-132.34935727315704;71.00949390537119;150.18488567155543;93.46096585982883;215.01898458835893;-189.05161475651062;-278.282713292271;-79.53362788940483;0.0;0.0;0.0;639.101712638746
2017-02-14;681.2642707457254;116.61463700323786;1111.559401260435;623.4623674190465;743.1821995187394;-24.72110211581872;-132.12084285925914;92.19063681386054;151.04334292183165;108.05091178489705;191.71299949423056;-175.76444503765038;-269.2022655837295;-72.16157581157435;0.0;0.0;0.0;656.5431686299067
2017-02-15;684.5600997677496;30.930070855677766;1128.355102953985;626.8454760964323;746.4426266445271;-68.06336200875221;-202.5753487343425;42.376569215392934;95.09285411609453;41.43730218977188;144.85791365358813;-163.15621612484674;-257.65837567404867;-65.90056174315868;0.0;0.0;0.0;616.4967377589975
2017-02-16;687.855928789774;79.63335594632032;1224.6820753789582;630.6476986794061;749.7030537703151;-120.98681379476889;-217.91042119570858;4.427198860296989;30.458110636058315;-39.877201919338184;78.19107362324704;-151.4449244308272;-242.15522649768775;-55.60649633978495;0.0;0.0;0.0;566.8691149950051
2017-02-17;691.1517578117981;-28.941442840340674;1103.7541595730795;634.7631994295293;752.8089666622424;-197.6369277161319;-304.4356755168388;-97.60918335924234;-56.838295611692246;-108.53497226426778;2.5468918412269255;-140.7986321044396;-230.96008813287892;-46.77892058485613;0.0;0.0;0.0;493.5148300956662
2017-02-18;694.4475868338224;-113.68785648985434;924.1203117665731;638.8787001796526;754.7291123050969;-303.21821197257844;-404.4875007574294;-185.41957364061156;-171.88507949328556;-226.76754277156726;-110.65149589885955;-131.3331324792929;-215.10347178851143;-44.18799644559741;0.0;0.0;0.0;391.2293748612439
2017-02-19;697.7434158558467;-118.76333366686559;906.8410704051892;642.9942009297757;756.4075340928605;-321.16718345762786;-426.78868077980286;-197.98687957563948;-198.05581824076467;-243.29304002217705;-138.4325748484643;-123.11136521686325;-204.38177287599746;-39.39403451409654;0.0;0.0;0.0;376.57623239821885
2017-02-20;701.0392448778709;310.8805990859648;1184.327154885816;647.109701679899;758.0859558806243;34.04035152223729;-72.75222844026841;136.25890246490815;150.18488567176692;93.46096586019848;215.01898458859011;-116.14453414952963;-204.61429421514939;-28.203526947316607;0.0;0.0;0.0;735.0795964001082
2017-02-22;707.8632464430357;59.08691238141025;1058.2013074050615;656.2541716363637;765.9647942409186;-10.686771615541133;-120.22766923014834;90.41576725422037;95.09285411643752;41.43730218998171;144.8579136538871;-105.77962573197867;-204.09376256373523;-0.3429509869089685;0.0;0.0;0.0;697.1764748274945
2017-02-23;711.2752472256182;37.03713423431043;1092.2048770507874;660.8524346399596;770.1378342328535;-71.71882371358525;-185.42692009776005;31.98349241398666;30.458110635831332;-39.87720191972884;78.19107362322809;-102.17693434941658;-192.21676107419427;12.749528222219675;0.0;0.0;0.0;639.5564235120329
2017-02-24;714.6872480082006;97.65094356959644;980.1929687489314;665.4506976435555;774.3108742247884;-156.2702572353254;-254.6258640477771;-37.69762949711445;-56.83829561216102;-108.53497226455653;2.546891841057884;-99.43196162316434;-194.50483948607803;13.743876686331836;0.0;0.0;0.0;558.4169907728752
2017-02-25;718.0992487907832;-24.538045561068518;1142.409900385203;670.0489606471516;777.5230728213854;-269.2495444553373;-389.7479004992013;-145.22089682044935;-171.8850794928851;-226.76754277084447;-110.65149589813339;-97.36446496245213;-202.76096152595397;14.910720076699775;0.0;0.0;0.0;448.84970433544595
2017-02-27;724.923250355948;316.70979652464393;1366.119212896739;677.19412041061;783.5683086364244;55.72329736993749;-65.69534348431422;175.10949541053552;150.18488567192048;93.46096586031916;215.0189845888031;-94.46158830198301;-199.7291844037044;12.132577481088793;0.0;0.0;0.0;780.6465477258855
2017-02-28;728.3352511385305;304.8026678256049;1123.0138218340746;680.1027043753696;786.4571389250365;57.832243680381836;-90.90475736500643;202.722996942638;151.04334292176566;108.05091178484868;191.71299949417565;-93.21109924138385;-210.4563865767867;12.743128671330002;0.0;0.0;0.0;786.1674948189122
2017-03-01;731.7472519211129;208.8384783281239;1208.2667410129134;683.808703474002;789.3459692136486;3.2687106218996873;-132.50120339470863;124.02540624619112;95.09285411630168;41.4373021898768;144.85791365371978;-91.82414349440198;-217.91042259420942;23.939789115640057;0.0;0.0;0.0;735.0159625430126
2017-03-02;735.1592527036954;269.06866113097936;1294.3760271433284;687.6148040336767;792.2347995022606;-59.65605540212962;-182.50672091641042;85.9982656505064;30.458110635575135;-39.8772019200186;78.19107362304999;-90.11416603770476;-224.3287593493411;21.105565462486798;0.0;0.0;0.0;675.5031973015658
2017-03-03;738.5712534862779;-89.8710333397881;1125.2058312156157;691.4209045933515;795.5132546846909;-144.7542429851972;-266.7460124024762;-22.224834655744257;-56.838295612045414;-108.53497226454957;2.5468918410378074;-87.9159473731518;-209.69429768898777;28.088074813400514;0.0;0.0;0.0;593.8170105010806
2017-03-04;741.9832542688603;-208.79824884630207;856.9985515093082;695.1162001921276;799.4223901759616;-256.9765796692188;-381.85248104825536;-133.25202770037222;-171.88507949291994;-226.7675427707808;-110.65149589810868;-85.09150017629885;-212.36769895370796;23.63659810429565;0.0;0.0;0.0;485.0066745996415
2017-03-05;745.3952550514427;-208.00267539720969;865.6322208734582;697.7891538781199;803.1315638461605;-279.59070020628906;-393.8241381804281;-158.13948946418446;-198.0558182409207;-243.29304002226795;-138.43257484863932;-81.53488196536836;-207.5017626784671;25.59345454055364;0.0;0.0;0.0;465.8045548451537
