ds;trend;yhat_lower;yhat_upper;trend_lower;trend_upper;additive_terms;additive_terms_lower;additive_terms_upper;weekly;weekly_lower;weekly_upper;yearly;yearly_lower;yearly_upper;multiplicative_terms;multiplicative_terms_lower;multiplicative_terms_upper;yhat
2016-09-15;203.39234787096404;-752.4851778708902;1550.9724451305385;-47.675526508679994;429.3903374502001;262.8175721483963;-18.876865833496662;498.9312064953315;203.1824277980805;112.51705540798845;294.33194466285016;59.63514435031578;-173.92034177811033;268.12271698371654;0.0;0.0;0.0;466.20992001936037
2016-10-04;261.1407902741912;-713.3382685316922;917.378564260153;28.091440838115638;454.64476246021206;-15.707338627984127;-212.07209990275146;151.84862736249354;185.91118396090786;94.54015986208897;284.2637567753401;-201.618522588892;-351.6678344796391;-59.11176473541515;0.0;0.0;0.0;245.4334516462071
2016-10-05;264.1801819796242;-872.5840140698982;1035.8732963745051;31.71513755444383;456.6035254043075;-139.17202477364444;-363.4095170151074;58.297518241969364;70.00743152548415;-37.235878461197636;176.96219224893431;-209.17945629912865;-392.2759737439814;-51.73810482064059;0.0;0.0;0.0;125.00815720597976
2016-10-06;267.2195736850572;-833.1341327357346;1087.8615265970836;35.338834270772026;458.56228834840283;-11.467609214851759;-228.17872707711604;215.32256789090934;203.18242779800642;112.51705540837214;294.33194466288944;-214.65003701285812;-408.1042506260231;-48.77254680398759;0.0;0.0;0.0;255.75196447020542
2016-10-07;270.2589653904902;-966.6132051850016;955.1721213012188;38.96253098710022;460.52105129249827;-200.03593943770585;-404.5005384298451;-8.370628027190502;18.48262605291128;-77.33421284834158;101.47360003132323;-218.5185654906171;-437.2686726575142;-36.30015583348148;0.0;0.0;0.0;70.22302595278433
2016-10-08;273.2983570959232;-1412.0071539023252;756.728096485728;42.58622770342841;462.9941512966452;-693.5334077365618;-946.8208097649264;-477.19453714284737;-472.15055962314034;-577.8788587069682;-386.87221487341776;-221.38284811342135;-429.13488190129067;-22.36390415953315;0.0;0.0;0.0;-420.2350506406386
2016-10-09;276.3377488013562;-1085.7088631373697;911.6625110062065;46.2099244197566;465.8536852879776;-535.4140830265178;-782.4079658160812;-306.14855935019125;-311.4865436216934;-405.9473181802419;-230.5226625812222;-223.92753940482453;-446.2823408714535;-17.74912465686641;0.0;0.0;0.0;-259.0763342251616
2016-10-10;279.37714050678926;-634.3544605229611;1509.3749593427465;49.83362113608479;468.71321927931;79.15550675650182;-154.47178333878202;285.3498784762839;306.053433907876;187.88097168812334;425.6703830491148;-226.8979271513742;-456.20064911448196;-43.3267896660535;0.0;0.0;0.0;358.5326472632911
2017-01-06;546.843610584894;-1149.3791071484932;1060.1843556173303;424.8173677255712;682.1167728973319;-529.2412345156199;-713.7342749743015;-346.8025698966682;18.48262605321483;-77.3342128480155;101.4736000316732;-547.7238605688348;-731.5569306495379;-359.1585994167686;0.0;0.0;0.0;17.6023760692741
2017-01-07;549.883002290327;-1155.0144862373124;722.9746476775011;427.15962777269044;683.883491375595;-928.1369293825867;-1130.974679785813;-687.7646246126601;-472.1505596230017;-577.8788587067944;-386.87221487329293;-455.98636975958505;-631.6971714151667;-264.7864272247295;0.0;0.0;0.0;-378.2539270922597
