ds;trend;yhat_lower;yhat_upper;trend_lower;trend_upper;additive_terms;additive_terms_lower;additive_terms_upper;weekly;weekly_lower;weekly_upper;yearly;yearly_lower;yearly_upper;multiplicative_terms;multiplicative_terms_lower;multiplicative_terms_upper;yhat
2016-10-03;705.4990324174798;134.49930961281225;1239.8794661490347;525.3408137016;863.2816947972;-68.57839528747249;-231.53405243702852;101.81138941155055;250.69888587617214;199.06779118373552;307.3554035055071;-319.2772811636446;-468.95658506629314;-166.91478976499903;0.0;0.0;0.0;636.9206371300073
2016-10-04;704.7159681697045;-107.76740294431758;1054.0280726396954;525.7667328908058;860.9436921156847;-164.11335069894366;-324.54264086843995;-5.702576376037829;121.85750938189811;70.09268749447735;181.45717477714098;-285.97086008084176;-439.2518110268998;-131.1083212018189;0.0;0.0;0.0;540.6026174707608
2016-10-05;703.9329039219292;-7.738289760066594;1016.2433232011773;526.1926520800115;858.6056894341694;-303.5899674320981;-450.5496062386638;-151.87567388020628;-54.23220192170383;-90.78593448481922;-17.656029579843697;-249.3577655103942;-398.0327148286041;-100.8584706367736;0.0;0.0;0.0;400.3429364898311
2016-10-06;703.1498396741539;18.834026344711425;1184.0498980895081;526.6185712692173;856.2676867526542;-198.43358201544146;-352.8220379769339;-45.00795520714667;12.290062165225452;-39.75112519029746;55.27518252425498;-210.7236441806669;-344.8308122607668;-66.81876250117335;0.0;0.0;0.0;504.71625765871244
2016-10-07;702.3667754263786;-99.82073349525771;1127.7764453757297;527.0444904584231;853.929684071139;-57.672472742523006;-200.24871717042424;78.21917923831339;113.76250875858646;69.49377386660332;161.94844406221551;-171.4349815011094;-304.27703758798106;-32.373599484420296;0.0;0.0;0.0;644.6943026838555
2016-10-08;701.5837111786033;-312.6770879496215;830.7130379786186;527.4704096476288;851.5916813896237;-409.7623326992036;-534.2336863152999;-279.92546150975073;-276.8642727367695;-340.948950333227;-205.71619148500363;-132.8980599624341;-263.55854058129523;7.2711614982194614;0.0;0.0;0.0;291.82137847939964
2016-10-09;700.800646930828;-274.32541482830646;866.5774335404016;527.8963288368345;849.2536787081084;-264.02858555132593;-399.6833962622694;-126.2671838667313;-167.5124915228554;-226.4542003271614;-99.17846488175459;-96.51609402847056;-227.12992752353708;36.9381131574265;0.0;0.0;0.0;436.772061379502
2016-10-10;700.0175826830526;385.27506133560445;1472.058345910643;528.3222480260403;848.5537945372445;187.0531340291621;29.238766987826455;339.3266387437248;250.69888587562798;199.0677911828762;307.35540350476947;-63.645751846465785;-184.42622769858156;74.3267324384044;0.0;0.0;0.0;887.0707167122148
2017-01-07;630.3248646310493;7.8752504102751635;1102.7022970494681;544.5261059677936;719.243900424363;-101.7178994236796;-199.08626469305054;30.131662327981143;-276.86427273664447;-340.9489503331332;-205.71619148488034;175.14637331296487;50.62949628238861;295.63073888197204;0.0;0.0;0.0;528.6069652073697
2017-01-09;628.7587361354987;409.38019810429654;1585.038912756271;545.2314996399977;718.5727371260956;495.6622866014945;368.0698534512147;624.8705924132765;250.69888587596358;199.06779118326034;307.35540350504255;244.963400725531;132.63271427473148;353.1362864893257;0.0;0.0;0.0;1124.421022736993
2017-01-10;627.9756718877234;375.6070349499888;1766.5642963301887;545.5841964760996;717.909916359631;388.76627459973764;274.9539872590944;518.7262732109838;121.85750938222913;70.0926874951253;181.45717477785936;266.9087652175085;148.88456990488666;381.5469918392381;0.0;0.0;0.0;1016.7419464874611
2017-01-11;627.192607639948;260.8544305940733;1396.630431399553;545.9368933122016;716.8785682894131;226.2139763942582;109.89276542772822;353.2994122498104;-54.23220192159597;-90.78593448488978;-17.656029579490536;280.44617831585424;165.62095680755547;386.3162573344687;0.0;0.0;0.0;853.4065840342063
2017-01-12;626.4095433921727;324.6379750883036;1547.3184063915105;544.5516391409724;715.6282016689107;298.25490322001156;163.68268324045962;397.8823769165214;12.290062165273248;-39.7511251902762;55.27518252423117;285.9648410547384;175.49722193087004;394.00856636640583;0.0;0.0;0.0;924.6644466121843
2017-01-13;625.6264791443974;463.6804909821989;1715.096728966318;542.5113715738652;712.9849373789395;397.76331833884797;274.3388420409706;537.5950648484954;113.76250875851056;69.49377386653742;161.94844406216302;284.00080958033743;170.41272343838853;399.33342563536615;0.0;0.0;0.0;1023.3897974832454
2017-01-14;624.8434148966221;49.55584091029808;1180.9418872519057;540.471104006758;710.3416730889684;-1.6500734599492812;-116.19058952595003;106.6342667206838;-276.86427273704174;-340.94895033372234;-205.71619148547242;275.2141992770926;157.31194451198695;385.2048587188397;0.0;0.0;0.0;623.1933414366729
2017-01-15;624.0603506488468;278.3275756770914;1163.089030430879;538.192057476958;708.024060049788;92.85233769653574;-43.86429799597132;254.2188593026538;-167.51249152285044;-226.45420032714154;-99.17846488191311;260.36482921938614;145.68395208366093;367.40368097073247;0.0;0.0;0.0;716.9126883453825
2017-01-16;623.2772864010715;453.2973440413271;1599.4725076049917;535.7944351767787;706.0810974229089;490.9859236819515;381.718682511916;615.1474969058827;250.69888587572584;199.0677911830444;307.3554035049191;240.28703780622556;134.01719307787468;344.8369480876578;0.0;0.0;0.0;1114.2632100830228
2017-01-17;622.4942221532962;479.32071528980697;1507.0668073917182;533.3968128765995;704.8769949909441;337.7218947813895;217.34322299706076;455.1735466633859;121.85750938216565;70.09268749490316;181.45717477754138;215.86438539922386;97.3363046989185;324.6907860771972;0.0;0.0;0.0;960.2161169346857
2017-01-18;621.7111579055208;232.5509665740223;1391.2393790250733;531.9799891795919;704.2932574238957;133.77272318238244;21.327115241140376;251.71400689206342;-54.23220192170752;-90.78593448483846;-17.656029579759092;188.00492510408992;73.97754549154978;296.1604826947587;0.0;0.0;0.0;755.4838810879032
2017-01-19;620.9280936577455;158.93408344251793;1440.7516066859512;529.9636522271197;704.0970158003273;169.90773241039952;47.40870348007031;305.1271854713775;12.2900621654519;-39.751125190115424;55.27518252428827;157.6176702449476;38.33459999480488;268.1944307284002;0.0;0.0;0.0;790.835826068145
2017-01-20;620.432531418409;389.14575986321984;1379.4635503230663;530.2088569802261;702.8146831029094;239.35332753983698;88.29510296074754;373.39936302966305;113.76250875847416;69.49377386646489;161.94844406211678;125.59081878136281;0.6643419758694369;244.96892655880163;0.0;0.0;0.0;859.785858958246
2017-01-21;619.9369691790724;-136.7053834930402;1083.1487112079533;529.2336282419204;701.9296407964218;-184.09205921353515;-322.1107821507991;-54.29589035111347;-276.8642727363811;-340.94895033276106;-205.7161914845004;92.77221352284595;-34.361419939407774;209.70529778048117;0.0;0.0;0.0;435.8449099655373
